,Date,Price
1994,2010-07-16,4.519000053405762
1995,2010-07-19,4.510000228881836
1996,2010-07-20,4.590000152587891
1997,2010-07-21,4.513000011444092
1998,2010-07-22,4.64300012588501
1999,2010-07-23,4.579999923706055
2000,2010-07-26,4.611999988555908
2001,2010-07-27,4.675000190734863
2002,2010-07-28,4.77400016784668
2003,2010-07-29,4.827000141143799
2004,2010-07-30,4.922999858856201
2005,2010-08-02,4.701000213623047
2006,2010-08-03,4.638999938964844
2007,2010-08-04,4.736999988555908
2008,2010-08-05,4.5980000495910645
2009,2010-08-06,4.4670000076293945
2010,2010-08-09,4.309000015258789
2011,2010-08-10,4.296999931335449
2012,2010-08-11,4.326000213623047
2013,2010-08-12,4.296000003814697
2014,2010-08-13,4.328000068664551
2015,2010-08-16,4.228000164031982
2016,2010-08-17,4.267000198364258
2017,2010-08-18,4.238999843597412
2018,2010-08-19,4.171000003814697
2019,2010-08-20,4.117000102996826
2020,2010-08-23,4.065999984741211
2021,2010-08-24,4.039000034332275
2022,2010-08-25,3.871000051498413
2023,2010-08-26,3.816999912261963
2024,2010-08-27,3.651000022888184
2025,2010-08-30,3.812000036239624
2026,2010-08-31,3.815999984741211
2027,2010-09-01,3.76200008392334
2028,2010-09-02,3.750999927520752
2029,2010-09-03,3.938999891281128
2030,2010-09-07,3.8519999980926514
2031,2010-09-08,3.813999891281128
2032,2010-09-09,3.767999887466431
2033,2010-09-10,3.882999897003174
2034,2010-09-13,3.937999963760376
2035,2010-09-14,3.9660000801086426
2036,2010-09-15,3.994999885559082
2037,2010-09-16,4.061999797821045
2038,2010-09-17,4.02400016784668
2039,2010-09-20,3.822000026702881
2040,2010-09-21,3.9189999103546143
2041,2010-09-22,3.9660000801086426
2042,2010-09-23,4.019000053405762
2043,2010-09-24,3.88100004196167
2044,2010-09-27,3.799999952316284
2045,2010-09-28,3.836999893188477
2046,2010-09-29,3.961999893188477
2047,2010-09-30,3.871999979019165
2048,2010-10-01,3.796999931335449
2049,2010-10-04,3.7269999980926514
2050,2010-10-05,3.743000030517578
2051,2010-10-06,3.865000009536743
2052,2010-10-07,3.617000102996826
2053,2010-10-08,3.651000022888184
2054,2010-10-11,3.6010000705718994
2055,2010-10-12,3.628999948501587
2056,2010-10-13,3.696000099182129
2057,2010-10-14,3.6570000648498535
2058,2010-10-15,3.5350000858306885
2059,2010-10-18,3.430999994277954
2060,2010-10-19,3.513000011444092
2061,2010-10-20,3.5390000343322754
2062,2010-10-21,3.368000030517578
2063,2010-10-22,3.3320000171661377
2064,2010-10-25,3.316999912261963
2065,2010-10-26,3.3540000915527344
2066,2010-10-27,3.2920000553131104
2067,2010-10-28,3.890000104904175
2068,2010-10-29,4.038000106811523
2069,2010-11-01,3.8320000171661377
2070,2010-11-02,3.869999885559082
2071,2010-11-03,3.8359999656677246
2072,2010-11-04,3.8559999465942383
2073,2010-11-05,3.937000036239624
2074,2010-11-08,4.0879998207092285
2075,2010-11-09,4.210000038146973
2076,2010-11-10,4.046000003814697
2077,2010-11-11,3.927000045776367
2078,2010-11-12,3.799000024795532
2079,2010-11-15,3.8450000286102295
2080,2010-11-16,3.818000078201294
2081,2010-11-17,4.03000020980835
2082,2010-11-18,4.006999969482422
2083,2010-11-19,4.164000034332275
2084,2010-11-22,4.270999908447266
2085,2010-11-23,4.263999938964844
2086,2010-11-24,4.267000198364258
2087,2010-11-26,4.39900016784668
2088,2010-11-29,4.210000038146973
2089,2010-11-30,4.179999828338623
2090,2010-12-01,4.269000053405762
2091,2010-12-02,4.3429999351501465
2092,2010-12-03,4.348999977111816
2093,2010-12-06,4.48799991607666
2094,2010-12-07,4.39300012588501
2095,2010-12-08,4.605999946594238
2096,2010-12-09,4.434999942779541
2097,2010-12-10,4.416999816894531
2098,2010-12-13,4.420000076293945
2099,2010-12-14,4.255000114440918
2100,2010-12-15,4.2220001220703125
2101,2010-12-16,4.047999858856201
2102,2010-12-17,4.065999984741211
2103,2010-12-20,4.236999988555908
2104,2010-12-21,4.059000015258789
2105,2010-12-22,4.151999950408936
2106,2010-12-23,4.083000183105469
2107,2010-12-27,4.111999988555908
2108,2010-12-28,4.216000080108643
2109,2010-12-29,4.287000179290772
2110,2010-12-30,4.3379998207092285
2111,2010-12-31,4.40500020980835
2112,2011-01-03,4.650000095367432
2113,2011-01-04,4.669000148773193
2114,2011-01-05,4.4730000495910645
2115,2011-01-06,4.434000015258789
2116,2011-01-07,4.421999931335449
2117,2011-01-10,4.39900016784668
2118,2011-01-11,4.480999946594238
2119,2011-01-12,4.531000137329102
2120,2011-01-13,4.4070000648498535
2121,2011-01-14,4.480000019073486
2122,2011-01-18,4.425000190734863
2123,2011-01-19,4.560999870300293
2124,2011-01-20,4.695000171661377
2125,2011-01-21,4.736000061035156
2126,2011-01-24,4.579999923706055
2127,2011-01-25,4.4730000495910645
2128,2011-01-26,4.491000175476074
2129,2011-01-27,4.315999984741211
2130,2011-01-28,4.322999954223633
2131,2011-01-31,4.420000076293945
2132,2011-02-01,4.3470001220703125
2133,2011-02-02,4.428999900817871
2134,2011-02-03,4.336999893188477
2135,2011-02-04,4.309999942779541
2136,2011-02-07,4.104000091552734
2137,2011-02-08,4.039999961853027
2138,2011-02-09,4.044000148773193
2139,2011-02-10,3.986000061035156
